           1   1.2263337363224989        4.5957689782770558E-003
           2   1.2231412465778040        5.9251296315380488E-003
           3   1.2080029337140790        5.5497677762778308E-003
           4   1.1985741187502799        7.7509875173411456E-003
           5   1.2009631122635900        1.0802286438159649E-002
           6   1.1892178411895649        8.1264285991391339E-003
           7   1.2015628025820437        1.0624996134294084E-002
           8   1.2103438338205235        8.4183390074426840E-003
           9   1.1855239238506434        1.0113802763345595E-002
          10   1.1848575432902528        1.1576185568418010E-002
          11   1.1938656172128153        1.1632902633880145E-002
          12   1.1882555993092596        1.4004688280799539E-002
          13   1.1985065361133256        1.6952347255793178E-002
          14   1.2075926435849338        1.6689165423101344E-002
          15   1.2064352108734528        2.2972884702037961E-002
          16   1.1948550898516059        2.4979045352309267E-002
          17   1.1733168924382460        2.5670548294517377E-002
          18   1.2068459209971714        3.2910369738724736E-002
          19   1.1404142209773347        3.3822240634398364E-002
          20   1.2068992258953548        5.6980274444052320E-002
          21   1.1590794445935628        6.7286519967486996E-002
