           1   1.2274609951927837        5.1083883835359306E-003
           2   1.2239457877606734        6.3289332978807402E-003
           3   1.2075332104368632        4.8976731700196416E-003
           4   1.2019677098108197        7.7856569729865691E-003
           5   1.1989628258550529        1.0858321841270616E-002
           6   1.1892316339460662        7.8292681997373294E-003
           7   1.2012154288098318        1.0658987540228428E-002
           8   1.2091174798617674        9.0970936872589933E-003
           9   1.1838779372614479        9.8943129956139859E-003
          10   1.1830136373662581        1.0136046985524118E-002
          11   1.1946138239643842        1.2447591333823942E-002
          12   1.1885443613866198        1.1811033409035819E-002
          13   1.2011346325766121        1.5871719107533162E-002
          14   1.2071344003444469        1.4157908623449549E-002
          15   1.2106990019150590        2.3277609867924171E-002
          16   1.1949939988364446        2.4486778264659080E-002
          17   1.1648109156759958        1.9973572287922930E-002
          18   1.1982726396989665        3.0865599107435440E-002
          19   1.1386294360370113        3.0162058058239745E-002
          20   1.1883239393488783        6.3558368149738351E-002
          21   1.1593036546114135        5.1467266965556382E-002
